pkt_len_mean,pkt_rate,flow_duration,dst_port_entropy,payload_entropy,syn_flag_ratio,bytes_per_second,unique_dst_ips,failed_conn_ratio,avg_ttl,label
23.214285714285715,13.0,0,0.0,0.0,0.0,2063.0,255,0.0,64,Normal
2.015625,511.0,0,0.01,0.0,0.0,1032.0,203,0.0,64,Brute Force
80.17647058823529,16.0,0,0.05,0.0,0.06,1363.0,255,0.0,64,Normal
672.5,0.5,1,0.02,0.0,0.0,836.5,186,0.0,64,Normal
80.5,3.0,0,0.0,0.0,0.0,4133.0,28,0.0,64,Normal
47.2,4.0,0,0.0,0.0,0.0,1632.0,255,0.0,64,Normal
0.0,203.0,0,0.07,0.0,0.0,0.0,255,1.0,64,DDoS
428.5,1.0,0,0.07,0.0,0.0,1246.0,255,0.0,64,Normal
0.0,141.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Port Scan
358.0,0.09090909090909091,10,0.09,0.0,0.0,94.81818181818181,136,0.0,64,Normal
35.0,1.0,1,0.16,0.0,0.0,125.5,19,0.0,64,Normal
78.0,3.0,0,0.0,0.0,0.0,592.0,255,0.0,64,Normal
0.0,1.0,0,0.0,0.0,0.0,0.0,1,1.0,64,Normal
172.5,0.038461538461538464,25,0.03,0.0,0.0,54.15384615384615,202,0.0,64,Normal
0.0,497.0,0,1.0,0.0,0.06,0.0,255,0.93,64,Port Scan
0.0,298.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,72.0,0,0.06,0.0,0.0,0.0,255,1.0,64,C2 Beacon
118.5,1.0,0,0.0,0.0,0.0,695.0,129,0.0,64,Normal
7.8108108108108105,36.0,0,0.0,0.0,0.0,13286.0,36,0.0,64,Normal
24.375,7.0,0,0.0,0.0,0.0,3141.0,19,0.0,64,Normal
63.75,3.0,0,0.0,0.0,0.0,11444.0,3,0.0,64,Normal
0.3333333333333333,6.344775077723494e-05,31521,0.82,0.0,0.0,3.172387538861747e-05,255,1.0,64,DDoS
374.0,1.0,0,0.06,0.0,0.0,748.0,64,0.0,64,Normal
0.6081081081081081,73.0,0,0.01,0.0,0.0,171.0,255,0.0,64,Normal
0.0,106.0,0,0.06,0.0,0.0,0.0,255,1.0,64,DDoS
4.450980392156863,50.0,0,0.0,0.0,0.0,874.0,255,0.0,64,Normal
315.0,0.3333333333333333,2,0.18,0.0,0.0,318.3333333333333,11,0.0,64,Normal
609.5,0.5,1,0.0,0.0,0.0,792.0,4,0.0,64,Normal
109.5,1.0,0,0.0,0.0,0.0,3319.0,9,0.0,64,Normal
73.0,1.0,0,0.78,0.0,0.0,146.0,36,0.0,64,Normal
12.818181818181818,21.0,0,0.0,0.0,0.0,616.0,255,0.0,64,Normal
840.5,0.3333333333333333,2,0.1,0.0,0.0,670.6666666666666,42,0.0,64,Normal
4.0,1.0,0,0.0,0.0,0.0,8.0,1,0.0,64,DDoS
0.0,102.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,299.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Brute Force
44.6,4.0,0,0.0,0.0,0.0,690.0,4,0.0,64,Normal
0.0,287.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
29.857142857142858,6.0,0,0.0,0.0,0.0,499.0,187,0.0,64,Normal
0.0,57.0,0,0.02,1.0,1.0,0.0,255,0.0,64,Brute Force
0.55,79.0,0,0.01,0.0,0.0,176.0,255,0.0,64,Normal
74.75,3.0,0,0.0,0.0,0.0,7288.0,6,0.0,64,Normal
0.0,133.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,133.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
0.6285714285714286,69.0,0,0.0,0.0,0.0,176.0,255,0.0,64,Normal
703.0,0.25,3,0.02,0.0,0.0,433.25,156,0.0,64,Normal
0.0,298.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
0.0,1.0,0,1.0,0.0,0.0,0.0,51,1.0,64,C2 Beacon
17.46153846153846,12.0,0,0.0,0.0,0.0,632.0,255,0.0,64,Normal
0.2606060606060606,164.0,0,0.01,0.0,0.0,122.0,255,0.0,64,Normal
0.0,268.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Brute Force
17.05263157894737,18.0,0,0.0,0.0,0.0,3840.0,37,0.0,64,Normal
0.5054945054945055,90.0,0,0.02,0.0,0.0,92.0,210,0.0,64,Normal
21.0,0.0008381058807095963,7158,0.42,0.0,0.0,0.03520044698980305,255,0.0,64,Normal
0.0,206.0,0,0.3,1.0,1.0,0.0,10,0.0,64,Brute Force
7.821428571428571,27.0,0,0.0,0.0,0.0,2445.0,255,0.0,64,Normal
0.0,179.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Lateral Movement
4.0,1.0,0,0.0,0.0,0.0,8.0,2,0.0,64,C2 Beacon
0.0,290.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.9166666666666666,47.0,0,0.01,0.0,0.0,154.0,255,0.0,64,Normal
0.0,1.0,0,0.0,0.0,0.0,0.0,21,1.0,64,Normal
0.0,109.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,246.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
14.357142857142858,13.0,0,0.0,0.0,0.0,1037.0,18,0.0,64,Normal
0.0,288.0,0,0.07,1.0,1.0,0.0,255,0.0,64,C2 Beacon
584.0,0.3333333333333333,2,0.4,0.0,0.0,500.3333333333333,5,0.0,64,Normal
0.0,116.0,0,0.09,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,118.0,0,0.08,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,2.0,0,0.03,0.5,0.5,0.0,226,0.0,64,Normal
113.84615384615384,12.0,0,0.02,0.0,0.0,1480.0,255,0.0,63,Brute Force
137.5,0.010309278350515464,96,0.0,0.0,0.0,8.463917525773196,13,0.0,64,Normal
0.5657894736842105,75.0,0,0.01,0.0,0.0,189.0,255,0.0,64,Normal
0.0,277.0,0,0.06,1.0,1.0,0.0,255,0.0,64,C2 Beacon
72.5,7.498500299940011e-05,13335,0.66,0.0,0.0,0.01874625074985003,255,0.0,64,Normal
479.5,0.030303030303030304,32,0.04,0.0,0.0,111.48484848484848,102,0.0,64,Normal
4.0,1.0,0,0.0,0.0,0.0,8.0,2,0.0,64,Port Scan
9.0,1.0,0,0.0,0.0,0.0,18.0,4,0.0,64,Brute Force
0.0,21.0,0,0.1,1.0,1.0,0.0,21,0.0,64,Brute Force
4.0,1.0,0,0.02,0.0,0.0,231.0,200,0.0,64,Normal
138.5,1.0,0,0.0,0.0,0.0,3687.0,176,0.0,64,Normal
0.0,267.0,0,0.09,1.0,1.0,0.0,255,0.0,64,Lateral Movement
14.6,14.0,0,0.0,0.0,0.0,1101.0,14,0.0,64,Normal
10.19047619047619,20.0,0,0.0,0.05,0.05,5004.0,255,0.0,64,Normal
0.3333333333333333,0.0002253267237494367,8875,0.74,0.0,0.0,0.00011266336187471834,255,1.0,64,DDoS
110.0,2.0,0,0.0,0.0,0.0,3603.0,17,0.0,64,Normal
98.33333333333333,2.0,0,0.0,0.0,0.0,579.0,2,0.0,64,Normal
0.0,122.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,1.0,0,0.0,0.0,0.0,0.0,66,1.0,64,Normal
0.0,2.0,0,0.31,0.0,0.0,0.0,255,0.5,64,C2 Beacon
0.0,120.0,0,0.04,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,269.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
37.0,6.0,0,0.0,0.17,0.17,5330.0,255,0.0,64,Normal
0.0,282.0,0,0.05,1.0,1.0,0.0,255,0.0,64,DDoS
52.5,1.0,0,0.02,0.0,0.0,105.0,186,0.0,64,Normal
549.0,1.0,1,0.62,0.0,0.0,987.5,255,0.0,64,Normal
34.666666666666664,5.0,0,0.0,0.0,0.0,639.0,255,0.0,64,Normal
4.0,1.0,0,0.0,0.0,0.0,8.0,2,0.0,64,C2 Beacon
14.5,23.0,0,0.0,0.04,0.04,1082.0,255,0.0,64,Normal
0.07142857142857142,13.0,0,0.15,0.0,0.0,1.0,255,0.0,64,Brute Force
31.5,1.0,0,0.07,0.0,0.0,63.0,255,0.0,64,Normal
0.0,510.0,0,1.0,0.0,0.24,0.0,255,0.76,64,Brute Force
168.0,1.0,0,0.0,1.0,1.0,13476.0,7,0.0,64,Normal
0.0,146.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Brute Force
2.015625,511.0,0,0.02,0.0,0.0,1032.0,255,0.0,64,Brute Force
24.083333333333332,11.0,0,0.0,0.0,0.0,3717.0,115,0.0,64,Normal
0.0,110.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Brute Force
35.625,7.0,0,0.0,0.0,0.0,688.0,105,0.0,64,Normal
0.0,114.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,261.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,295.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
4.0,1.0,0,0.0,0.0,0.0,8.0,2,0.0,64,C2 Beacon
0.0,237.0,0,0.08,1.0,1.0,0.0,97,0.0,64,DDoS
0.0,236.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
11.714285714285714,20.0,0,0.0,0.0,0.0,4932.0,208,0.0,64,Normal
0.3333333333333333,0.00047732696897374703,4189,0.73,0.0,0.0,0.00023866348448687351,255,1.0,64,Lateral Movement
118.0,1.0,0,0.0,0.0,0.0,13688.0,1,0.0,64,Normal
0.0,245.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Brute Force
0.0,286.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Brute Force
1770.5,0.5,1,0.11,0.0,0.0,1986.0,28,0.0,64,Normal
24.5,0.0021150592216582064,2363,0.85,0.0,0.0,0.1065989847715736,255,0.0,64,Normal
99.66666666666667,2.0,0,0.0,0.0,0.0,697.0,53,0.0,64,Normal
4.0,1.0,0,0.0,0.0,0.0,8.0,3,0.0,64,Brute Force
0.0,104.0,0,0.08,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,2.0,0,0.84,0.0,0.0,0.0,255,1.0,64,Lateral Movement
0.625,71.0,0,0.0,0.0,0.0,173.0,255,0.0,64,Normal
0.0,121.0,0,0.07,1.0,1.0,0.0,175,0.0,64,DDoS
0.0,135.0,0,0.07,1.0,1.0,0.0,246,0.0,64,DDoS
84.0,2.0,0,0.01,0.0,0.0,2026.0,255,0.0,64,Normal
39.666666666666664,5.0,0,0.0,0.0,0.0,1823.0,255,0.0,64,Normal
697.5,0.14285714285714285,6,0.05,0.0,0.0,251.57142857142858,40,0.0,64,Normal
613.5,0.5,1,0.02,0.0,0.0,1838.0,255,0.0,64,Lateral Movement
0.0,212.0,0,0.05,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,17.0,0,0.02,1.0,1.0,0.0,255,0.0,64,Brute Force
0.0,201.0,0,0.09,0.0,0.0,0.0,255,1.0,64,Lateral Movement
0.0,247.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
0.0,239.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Lateral Movement
69.0,2.0,0,0.0,0.0,0.0,1147.0,255,0.0,64,Normal
20.90909090909091,10.0,0,0.0,0.0,0.0,2405.0,57,0.0,64,Normal
0.3548387096774194,123.0,0,0.0,0.0,0.0,175.0,255,0.0,64,Normal
0.0,174.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,141.0,0,0.07,0.0,0.0,0.0,255,1.0,64,C2 Beacon
0.6142857142857143,69.0,0,0.01,0.0,0.0,169.0,255,0.0,64,Normal
0.0,26.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Port Scan
13.23076923076923,77.0,0,0.02,0.0,0.0,1032.0,255,0.0,64,C2 Beacon
0.0,146.0,0,0.06,0.0,0.0,0.0,221,1.0,64,DDoS
73.0,0.0005151983513652757,1940,0.85,0.0,0.0,0.1293147861926842,255,0.0,64,Normal
4.0,1.0,0,0.0,0.0,0.0,8.0,2,0.0,64,Port Scan
0.0,218.0,0,0.09,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,259.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Brute Force
0.04,24.0,0,0.91,0.0,0.0,1.0,255,0.0,64,Lateral Movement
99.0,1.0,0,0.0,0.0,0.0,280.0,38,0.0,64,Normal
0.0,26.0,0,0.0,0.0,0.0,0.0,179,0.85,64,Normal
624.6666666666666,2.0,0,0.02,0.0,0.0,1874.0,244,0.0,64,Normal
17.529411764705884,16.0,0,0.0,0.0,0.0,704.0,33,0.0,64,Normal
69.0,2.0,0,0.01,0.0,0.0,207.0,248,0.0,64,Brute Force
0.0,15.0,0,0.1,0.0,0.0,0.0,255,0.87,64,DDoS
744.5,0.5,1,0.03,0.0,0.0,914.5,240,0.0,64,Normal
42.6,4.0,0,0.0,0.0,0.0,6631.0,4,0.0,64,Normal
740.0,1.0,0,0.67,0.0,0.0,1480.0,3,0.0,63,C2 Beacon
46.333333333333336,5.0,0,0.0,0.0,0.0,1795.0,255,0.0,64,Normal
25.615384615384617,12.0,0,0.0,0.0,0.0,2859.0,199,0.0,64,Normal
0.0,2.0,0,0.49,0.0,0.0,0.0,255,1.0,64,Brute Force
0.0,106.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
147.5,1.0,0,0.0,0.0,0.0,13066.0,255,0.0,64,Normal
0.15120274914089346,290.0,0,0.01,0.0,0.0,115.0,255,0.0,64,Normal
621.0,1.0,0,0.03,0.0,0.0,1577.0,67,0.0,64,Normal
0.0,219.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,236.0,0,0.07,1.0,1.0,0.0,255,0.0,64,C2 Beacon
2.324324324324324,221.0,0,0.0,0.0,0.0,520.0,221,0.0,64,Normal
2.015625,511.0,0,0.01,0.0,0.0,1032.0,255,0.0,64,Lateral Movement
0.0,257.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Brute Force
2.6597938144329896,193.0,0,0.0,0.0,0.0,520.0,193,0.0,64,Normal
37.2,4.0,0,0.0,0.0,0.0,13170.0,93,0.0,64,Normal
0.0,228.0,0,0.11,1.0,1.0,0.0,89,0.0,64,Port Scan
0.0,141.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,217.0,0,0.08,1.0,1.0,0.0,255,0.0,64,DDoS
0.3644067796610169,117.0,0,0.0,0.0,0.0,121.0,255,0.0,64,Normal
0.0,220.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,141.0,0,0.05,0.0,0.0,0.0,255,1.0,64,C2 Beacon
0.0,106.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,251.0,0,0.08,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,148.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,295.0,0,0.08,1.0,1.0,0.0,255,0.0,64,DDoS
642.0,0.008849557522123894,112,0.03,0.0,0.0,14.336283185840708,251,0.0,64,Normal
0.0,283.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
57.6,4.0,0,0.0,0.0,0.0,5281.0,4,0.0,64,Normal
5.8,4.0,0,0.01,0.0,0.0,58.0,255,0.0,64,Normal
91.33333333333333,2.0,0,0.0,0.0,0.0,1244.0,110,0.0,64,Normal
0.0,230.0,0,0.06,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.0,1.0,0,0.0,0.0,0.0,0.0,6,1.0,64,Normal
0.0,71.0,0,0.04,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,281.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
15.0,6.0,0,0.01,0.0,0.0,251.0,255,0.0,64,Normal
0.0,265.0,0,0.07,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.32167832167832167,142.0,0,0.01,0.0,0.0,92.0,255,0.0,64,Normal
6.4,34.0,0,0.0,0.0,0.0,1033.0,255,0.0,64,Normal
1551.8333333333333,5.0,0,0.04,0.0,0.2,9311.0,164,0.0,64,Normal
7.5,3.0,0,0.01,0.0,0.0,30.0,255,0.0,64,Normal
0.0,236.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
7.375,7.0,0,0.0,0.0,0.0,59.0,13,0.0,64,Normal
509.0,0.2,4,0.04,0.0,0.0,270.6,106,0.0,64,Normal
198.68421052631578,18.0,0,0.02,0.0,0.0,3775.0,235,0.0,64,Normal
0.0,113.0,0,0.07,1.0,1.0,0.0,255,0.0,64,C2 Beacon
48.666666666666664,0.00025176233635448137,7943,0.4,0.0,0.0,0.031596173212487415,255,0.0,64,Normal
0.0,76.0,0,0.43,0.0,0.0,0.0,201,0.93,64,DDoS
4.0,1.0,0,0.0,0.0,0.0,8.0,1,0.0,64,Port Scan
0.0,384.0,0,1.0,1.0,0.07,0.0,255,0.9,64,DDoS
0.0,202.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.01171875,170.33333333333334,2,1.0,0.0,0.07,12.333333333333334,255,0.91,64,Port Scan
46.142857142857146,6.0,0,0.0,0.0,0.0,2348.0,6,0.0,64,Normal
707.5384615384615,12.0,0,0.11,0.0,0.0,9198.0,63,0.0,64,Normal
0.0,1.0,0,0.0,0.0,0.0,0.0,74,1.0,64,Normal
0.0,25.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,243.0,0,0.06,1.0,1.0,0.0,201,0.0,64,C2 Beacon
4.0,1.0,0,0.0,0.0,0.0,8.0,1,0.0,64,DDoS
0.0,244.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Brute Force
0.0,108.0,0,0.06,0.0,0.0,0.0,255,1.0,64,C2 Beacon
9.0,1.0,0,0.0,0.0,0.0,18.0,3,0.0,64,Port Scan
0.0,115.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,1.0,0,0.0,0.0,0.0,0.0,46,1.0,64,Normal
53.5,3.0,0,0.0,0.0,0.0,579.0,3,0.0,64,Normal
10.344827586206897,28.0,0,0.0,0.0,0.0,662.0,255,0.0,64,Normal
29.09090909090909,10.0,0,0.0,0.0,0.0,814.0,255,0.0,64,Normal
0.0,129.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,109.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.6875,63.0,0,0.01,0.0,0.0,112.0,255,0.0,64,Normal
1834.5,1.0,0,0.17,0.0,0.0,3999.0,18,0.0,64,Normal
0.0,20.0,0,0.04,1.0,0.95,0.0,255,0.05,64,Port Scan
199.5,0.00267379679144385,373,0.05,0.0,0.0,4.184491978609626,41,0.0,64,Normal
0.037037037037037035,26.0,0,0.82,0.0,0.0,1.0,255,0.0,64,Brute Force
59.4,4.0,0,0.0,0.0,0.0,557.0,25,0.0,64,Normal
110.33333333333333,2.0,0,0.0,0.0,0.0,10909.0,10,0.0,64,Normal
35.0,2.0,0,0.01,0.0,0.0,252.0,255,0.0,64,Normal
17.9375,15.0,0,0.0,0.0,0.0,3700.0,255,0.0,64,Normal
0.0,300.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,100.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
0.0,144.0,0,0.06,1.0,1.0,0.0,255,0.0,64,C2 Beacon
741.5,0.2,4,0.06,0.0,0.0,364.0,52,0.0,64,Normal
35.0,2.0,0,0.01,0.0,0.0,252.0,255,0.0,64,Normal
0.0,134.0,0,0.08,1.0,1.0,0.0,240,0.0,64,Lateral Movement
52.5,3.0,0,0.0,0.0,0.0,465.0,255,0.0,64,Normal
30.7,9.0,0,0.0,0.0,0.0,579.0,36,0.0,64,Normal
0.0,251.0,0,0.06,1.0,1.0,0.0,255,0.0,64,C2 Beacon
112.5,1.0,0,0.0,0.22,0.0,413.0,28,0.0,64,Normal
0.0,248.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
0.07692307692307693,12.0,0,0.15,0.0,0.0,1.0,255,0.0,64,DDoS
37.0,6.0,0,0.0,0.0,0.0,541.0,59,0.0,64,Normal
0.0,133.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,1.0,0,0.18,0.0,0.0,0.0,115,1.0,64,Brute Force
0.0,278.0,0,0.05,1.0,1.0,0.0,255,0.0,64,DDoS
0.35,79.0,0,0.64,0.0,0.0,28.0,255,0.0,61,Brute Force
0.0,133.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Port Scan
0.0,237.0,0,0.08,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,102.0,0,0.06,1.0,1.0,0.0,255,0.0,64,Port Scan
102.66666666666667,2.0,0,0.0,0.0,0.0,1505.0,9,0.0,64,Normal
0.3898305084745763,117.0,0,0.01,0.0,0.0,121.0,255,0.0,64,Normal
338.0,4.0,0,0.2,0.0,0.0,1690.0,15,0.0,64,Normal
0.0,249.0,0,0.08,0.0,0.0,0.0,255,1.0,64,C2 Beacon
0.3333333333333333,0.0003975352812562115,5030,0.74,0.0,0.0,0.00019876764062810574,255,1.0,64,DDoS
0.0,111.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,254.0,0,0.08,1.0,1.0,0.0,255,0.0,64,DDoS
110.5,0.045454545454545456,21,0.0,0.0,0.0,44.86363636363637,2,0.0,64,Normal
0.5,1.0,0,0.03,0.0,0.0,16.0,255,1.0,64,Normal
0.0,283.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
80.0,2.0,0,0.0,0.0,0.0,2938.0,53,0.0,64,Normal
23.1,9.0,0,0.0,0.0,0.0,7879.0,30,0.0,64,Normal
0.20930232558139536,214.0,0,0.01,0.0,0.0,90.0,255,0.0,64,Normal
163.5,1.0,0,0.0,0.0,0.0,2143.0,97,0.0,64,Normal
0.23684210526315788,189.0,0,0.0,0.0,0.0,128.0,255,0.0,64,Normal
25.923076923076923,12.0,0,0.0,0.0,0.0,1470.0,255,0.0,64,Normal
0.0,294.0,0,0.09,1.0,1.0,0.0,255,0.0,64,Lateral Movement
469.0,1.0,0,0.09,0.0,0.0,1322.0,255,0.0,64,Normal
0.0,155.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
752.5,1.0,0,0.0,0.0,0.0,1834.0,6,0.0,64,Normal
2.015625,511.0,0,0.01,0.0,0.0,1032.0,255,0.0,64,Lateral Movement
13.333333333333334,0.07142857142857142,27,0.04,0.0,0.0,2.857142857142857,72,0.0,64,Normal
29.0,0.00034039656199472384,11750,0.65,0.0,0.0,0.02127478512467024,255,0.0,64,Normal
0.0,249.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
7.827586206896552,28.0,0,0.0,0.0,0.0,2365.0,100,0.0,64,Normal
0.0,207.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
17.5,1.0,0,0.01,0.0,0.0,126.0,255,0.0,64,Normal
0.0,241.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Lateral Movement
60.333333333333336,2.0,0,0.0,0.0,0.0,22838.0,2,0.0,64,Normal
0.22167487684729065,202.0,0,0.0,0.0,0.0,90.0,255,0.0,64,Normal
0.0,267.0,0,0.05,1.0,1.0,0.0,255,0.0,64,Port Scan
323.5,0.03333333333333333,29,0.04,0.0,0.0,32.56666666666667,79,0.0,64,Normal
76.0,2.0,0,0.0,0.0,0.0,709.0,60,0.0,64,Normal
0.0,206.0,0,0.07,1.0,1.0,0.0,255,0.0,64,C2 Beacon
7.666666666666667,5.0,0,0.01,0.0,0.0,92.0,167,0.0,64,Normal
88.0,1.0,0,0.0,0.0,0.0,142892.0,5,0.0,64,Normal
0.0,1.0,0,0.01,0.0,0.0,0.0,159,1.0,64,Normal
0.4745762711864407,58.0,0,0.04,0.0,0.0,28.0,255,0.0,61,C2 Beacon
30.571428571428573,6.0,0,0.0,0.0,0.0,3528.0,29,0.0,64,Normal
0.0,248.0,0,0.05,1.0,1.0,0.0,255,0.0,64,DDoS
0.18565400843881857,236.0,0,0.01,0.0,0.0,174.0,255,0.0,64,Normal
68.0,2.0,0,0.0,0.0,0.0,13818.0,2,0.0,64,Normal
110.0,2.0,0,0.0,0.0,0.0,2775.0,177,0.0,64,Normal
0.0,245.0,0,0.08,0.0,0.0,0.0,255,1.0,64,Brute Force
0.0,299.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,5.0,0,0.03,1.0,1.0,0.0,255,0.0,64,Lateral Movement
46.75,3.0,0,0.0,0.0,0.0,14107.0,6,0.0,64,Normal
10.25,23.0,0,0.0,0.0,0.0,2573.0,60,0.0,64,Normal
0.0,271.0,0,0.07,0.0,0.0,0.0,255,1.0,64,Brute Force
0.0,254.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Brute Force
2566938.0,0.00019727756954034326,5068,0.0,0.0,0.0,1012.7985796014993,8,0.0,64,C2 Beacon
42.0,6.0,0,0.0,0.0,0.0,1337.0,39,0.0,64,Normal
33.55555555555556,8.0,0,0.0,0.0,0.0,2671.0,8,0.0,64,Normal
0.0,259.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Port Scan
9.514285714285714,34.0,0,0.0,0.0,0.0,825.0,255,0.0,64,Normal
78.0,3.0,0,0.0,0.0,0.0,436.0,68,0.0,64,Normal
16.923076923076923,12.0,0,0.0,0.04,0.0,1863.0,25,0.0,64,Normal
794.2727272727273,10.0,0,0.07,0.0,0.0,8737.0,59,0.0,64,Normal
0.28205128205128205,155.0,0,0.01,0.0,0.0,177.0,255,0.0,64,Normal
84.25,3.0,0,0.0,0.0,0.0,10532.0,93,0.0,64,Normal
36.75,3.0,0,0.55,0.0,0.0,147.0,255,0.0,64,Normal
42.4,4.0,0,0.0,0.33,0.25,2525.0,4,0.0,64,Normal
0.0,2.0,0,0.33,0.0,0.0,0.0,255,1.0,64,Lateral Movement
0.0,75.0,0,0.05,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.23232323232323232,197.0,0,0.02,0.0,0.0,158.0,199,0.0,64,Normal
0.0,185.0,0,0.06,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,220.0,0,0.09,1.0,1.0,0.0,255,0.0,64,C2 Beacon
120.5,1.0,0,0.0,0.0,0.0,4435.0,25,0.0,64,Normal
0.0,274.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Lateral Movement
73.0,2.0,0,0.0,0.0,0.0,570.0,255,0.0,64,Normal
0.37719298245614036,113.0,0,0.0,0.0,0.0,175.0,255,0.0,64,Normal
23.916666666666668,11.0,0,0.0,0.0,0.0,977.0,255,0.0,64,Normal
14.55,19.0,0,0.0,0.05,0.05,622.0,255,0.05,64,Normal
0.0,240.0,0,0.05,1.0,1.0,0.0,255,0.0,64,C2 Beacon
0.05555555555555555,17.0,0,0.84,0.0,0.0,1.0,255,0.0,64,Lateral Movement
4.0,1.0,0,0.0,0.0,0.0,8.0,3,0.0,64,C2 Beacon
0.0,161.0,0,0.06,1.0,0.83,0.0,255,0.0,64,C2 Beacon
0.0,101.0,0,0.07,1.0,1.0,0.0,255,0.0,64,Port Scan
0.0,128.0,0,0.07,1.0,1.0,0.0,255,0.0,64,DDoS
0.0,122.0,0,0.12,1.0,1.0,0.0,66,0.0,64,DDoS
0.0,198.0,0,0.08,1.0,1.0,0.0,255,0.0,64,Brute Force
0.7289719626168224,106.0,0,0.01,0.0,0.0,122.0,255,0.0,64,Normal
100.33333333333333,2.0,0,0.0,0.0,0.0,4141.0,5,0.0,64,Normal
